num_episode,v_behavior,v_target,v_gain,v_behavior_std,v_target_std,v_gain_std,offline_method,loss,model
0,102.74147614166039,35.86391041048588,0.3486667314303722,12.59197336128982,68.82154896635066,0.6599285468653157,IS,,MARWILTrainer
1,102.05520254822338,36.47406416476344,0.35822863424650436,14.364121592959494,69.43390738588022,0.6643047275014243,IS,,MARWILTrainer
2,102.73682376433572,36.90111551948875,0.357145692446299,12.692780019965738,69.62854086350957,0.6645589034961251,IS,,MARWILTrainer
3,102.33843338131484,36.48829099040354,0.3545294221369727,14.21041077047999,69.21618915451434,0.659674000581099,IS,,MARWILTrainer
4,102.43312026962589,36.77687649001431,0.36832977507031034,13.647651312546444,69.32557146040429,0.7000939666743938,IS,,MARWILTrainer
5,102.54673114006083,36.44077676931989,0.3525897977700456,12.656080893491927,69.51644976477998,0.6628288692199011,IS,,MARWILTrainer
6,102.43937832640128,34.4438275340595,0.33414496031034374,13.968174733672294,64.13491751756268,0.6100289301107545,IS,,MARWILTrainer
7,102.25269137768603,36.095133012202666,0.3547509895832893,14.498966053046985,68.68322273656185,0.6586027989415993,IS,,MARWILTrainer
8,102.45491068775415,36.63786166780241,0.35516796509825427,13.184535557408191,69.51722563456416,0.6631167693102326,IS,,MARWILTrainer
9,102.3383017289212,36.79411145775454,0.3568315261319407,13.475497117477964,69.5098101395196,0.6632719319792225,IS,,MARWILTrainer
10,102.61935580124174,36.541025004191326,0.3535430586282241,13.247511272075135,69.35039355452207,0.6611642449092225,IS,,MARWILTrainer
11,102.52201846689138,36.701894200857375,0.35519075233598824,13.16375148936953,69.3738577330959,0.661955819041955,IS,,MARWILTrainer
12,102.44381969085222,36.521761130937776,0.35486509274799005,12.887894888606994,69.37015341511419,0.6620603643987638,IS,,MARWILTrainer
13,102.54651872425306,34.545908230956634,0.334833239785782,12.86963552681211,64.20980084338238,0.6111252358851745,IS,,MARWILTrainer
14,102.6672066229998,37.04290342581425,0.3594287422627501,13.466870349777043,69.45373769782631,0.6628147922911122,IS,,MARWILTrainer
15,102.20909964996245,35.631610127975726,0.34772037265999756,13.215433683964122,68.73564018697905,0.6589214846974158,IS,,MARWILTrainer
16,102.54179142624048,36.62153459387249,0.35467788700380604,13.034125325024593,69.55679315343959,0.6638237047293137,IS,,MARWILTrainer
17,102.31158073018513,36.94048718981439,0.36089338313778574,14.323819205582502,69.48936780517603,0.6635005295248176,IS,,MARWILTrainer
18,102.44082784341421,36.36916307375257,0.35166775229562536,13.719694651776283,69.2579992459336,0.6603357380573831,IS,,MARWILTrainer
19,102.57564830690885,36.593210503709756,0.35423339781473756,12.799634697491983,69.3605717055018,0.661395353960685,IS,,MARWILTrainer
20,102.32619434431867,35.03430309479441,0.34093288199463,13.609217915675355,64.54804804324107,0.6147316518734961,IS,,MARWILTrainer
21,102.33089085562821,36.31115354101404,0.3579303801984229,14.619317193541024,69.04603538373327,0.666974883562183,IS,,MARWILTrainer
22,102.75364273380873,35.91885823229323,0.3494138282874702,12.633555028940835,68.80294202058649,0.6596542804790636,IS,,MARWILTrainer
23,102.0547653228741,36.580363660674806,0.3604596022541021,14.305955116737605,69.43505838883122,0.6691162538598135,IS,,MARWILTrainer
24,102.40275222042445,36.766828118605375,0.3590045741585058,13.919830234699425,69.51070844290132,0.6640847906588836,IS,,MARWILTrainer
25,102.69773852004312,36.570786300935154,0.3537254588707569,12.971634647364146,69.34799091636062,0.6612062037215881,IS,,MARWILTrainer
26,102.47408252458926,36.84792101822625,0.3623318857514325,13.346537003230054,69.34174591683569,0.6715140810092737,IS,,MARWILTrainer
27,102.15030332799248,36.27284807548913,0.35129797633487003,13.959112171016894,69.42033025093473,0.6617769439160933,IS,,MARWILTrainer
28,102.42783256011812,34.45285271719313,0.33302843368989554,14.24417058383169,64.13079099273178,0.6103112360594596,IS,,MARWILTrainer
29,102.71365443696247,36.285277521065055,0.35353123574340045,12.861524137596362,68.77250442755837,0.6594638412112555,IS,,MARWILTrainer
30,102.49949964735416,36.537418201046506,0.3539454899668678,12.823106706412707,69.51989723442748,0.6631829574033974,IS,,MARWILTrainer
31,102.3355052334205,36.786312726766056,0.35727539884908394,13.307959005080965,69.51157551110522,0.6634420011573958,IS,,MARWILTrainer
32,102.58101031980887,36.59395286603865,0.35430797745006914,13.215732401962281,69.33476368456284,0.6610265785720759,IS,,MARWILTrainer
33,102.56973921554997,36.68579806271967,0.3549322743623708,12.948918250939688,69.38156792146275,0.6620674027628268,IS,,MARWILTrainer
34,102.44967617841725,36.60270322562257,0.3555134545926004,12.830264703061571,69.36600477355643,0.6618091906935258,IS,,MARWILTrainer
35,102.46848090995253,34.440793668300806,0.33327414944247347,13.280355458630103,64.23802094925571,0.6111619523862111,IS,,MARWILTrainer
36,102.69375668098465,37.04589018986507,0.3596845628977125,13.671717642454828,69.45381174159004,0.6625927383186119,IS,,MARWILTrainer
37,102.17032371536432,35.588790793017324,0.34646841811752427,13.668561456418182,68.75359984800308,0.6591317491881262,IS,,MARWILTrainer
38,102.15283648700255,36.52220473436763,0.35527203626256904,14.251476843925166,69.43096491451067,0.6623282971417956,IS,,MARWILTrainer
39,102.7101367711496,37.16386898525115,0.3597191162343623,12.733228649736763,69.5801319979855,0.6640414260523104,IS,,MARWILTrainer
40,102.4255845127808,36.36527542361937,0.351990933028488,13.91231474960864,69.25937575103106,0.6602458001736458,IS,,MARWILTrainer
41,102.22684632926098,36.32954357620418,0.3520205757846868,13.970296897046527,69.27499423667638,0.6601368354928615,IS,,MARWILTrainer
42,102.64533899197357,35.1319610728465,0.34026465899083264,12.552923789429109,64.66339025133632,0.6159060272425522,IS,,MARWILTrainer
43,102.3669728525505,36.172830771959035,0.34968941053539426,14.52521801179083,69.08435657173149,0.6588912864894026,IS,,MARWILTrainer
44,102.6812850194007,35.88600466868696,0.348664056075577,13.118012380548578,68.81927817541927,0.6599218205851493,IS,,MARWILTrainer
45,102.12831482231505,36.59570860369147,0.35847456444316944,14.129405919931832,69.43419307685583,0.6634051924265523,IS,,MARWILTrainer
46,102.32109595781739,36.801564740386624,0.35816616638724974,13.698553751835894,69.50489693980128,0.663261545740384,IS,,MARWILTrainer
47,102.747282290658,36.62592739726119,0.3541148049177832,12.778458193016544,69.32876596941752,0.6610452132498545,IS,,MARWILTrainer
48,102.43852050135827,36.70750388965777,0.3581666288222525,13.499433312262637,69.37218164180433,0.6665895783680927,IS,,MARWILTrainer
49,102.24253205190715,36.27204956869796,0.35096428301690197,13.416612270122398,69.42170063629109,0.6619220669172593,IS,,MARWILTrainer
50,102.48627650027329,34.46797808156778,0.33345092205323407,13.451969149913552,64.12436340904736,0.6101262585197996,IS,,MARWILTrainer
51,102.71473157236196,36.227757239723864,0.35259868797492444,12.590585746079553,68.7935354319342,0.6597355347723141,IS,,MARWILTrainer
52,102.44803470520212,36.48549624715386,0.35345452698092283,13.008488936436098,69.53437464064359,0.6632769069990747,IS,,MARWILTrainer
53,102.40194631445891,36.79260207994458,0.3580737657551978,13.302032900693927,69.51045347809797,0.6638279421285351,IS,,MARWILTrainer
54,102.48690262053101,36.64811850099657,0.35864977994612374,13.7294926492641,69.32752753606499,0.6646782219352306,IS,,MARWILTrainer
55,102.61338309257657,36.69515604020612,0.35517757450059345,12.970599855832678,69.37720094345771,0.6619871498724068,IS,,MARWILTrainer
56,102.35424515177048,36.509682923793825,0.35522540045719597,13.392492983143438,69.37394926959357,0.6617273464797813,IS,,MARWILTrainer
57,102.09171332768976,34.64550249104165,0.34513794459959074,14.551572079395413,64.21151564511594,0.6400680135723631,IS,,MARWILTrainer
58,102.61636092087178,36.52986669326258,0.3534545663778406,14.005713661730496,69.16311745792596,0.6597174317934232,IS,,MARWILTrainer
59,102.60048698918483,35.73830179253731,0.34749465555651415,12.429383663772976,68.85569557264648,0.6602054338677339,IS,,MARWILTrainer
60,102.15625609936771,36.51240403861005,0.3563320592126276,14.423172923762936,69.4354974578629,0.6625184469960889,IS,,MARWILTrainer
61,102.65703446101216,37.11702805020477,0.3593906525196276,12.741093479498696,69.58808972860415,0.6640966732008853,IS,,MARWILTrainer
62,102.45200426691085,36.35115095502914,0.351119999732203,14.152197487665704,69.26754500936032,0.6605834860582942,IS,,MARWILTrainer
63,102.18126688501307,36.30634651629926,0.3511742116074779,14.035011819628556,69.28694716044357,0.660415254364409,IS,,MARWILTrainer
64,102.29804615957029,35.325319662563636,0.3523607340977517,13.550269275632763,64.54697234567277,0.6402289710320723,IS,,MARWILTrainer
65,102.81527943399638,35.02919242718102,0.33907735440728226,12.726664741537476,64.45845099196212,0.614139793859447,IS,,MARWILTrainer
66,102.25498617424506,35.76887186779494,0.3492302856498435,14.70808566364936,68.70338899889197,0.658483118399025,IS,,MARWILTrainer
67,102.55612674398013,36.80943907847664,0.3571242276529979,12.617317670814412,69.53745313955939,0.6637901693744477,IS,,MARWILTrainer
68,102.32674949700015,36.726997255190106,0.35648651651890667,13.513277507593124,69.52156142921918,0.6632838218760585,IS,,MARWILTrainer
69,102.68241791740824,36.67747394909396,0.3550712922817587,12.86307268816761,69.31908461690348,0.6610159920387682,IS,,MARWILTrainer
70,102.40660240134062,36.70208981401577,0.35743593657157374,13.735212995583352,69.37436467857033,0.6648026363949354,IS,,MARWILTrainer
71,102.27221258125765,36.27323884085971,0.35095797596047346,13.298677497091333,69.42081276713617,0.6619214045033253,IS,,MARWILTrainer
72,102.56953577805156,34.52905105755741,0.3342390990570944,13.080827008978964,64.10604977040386,0.6100009692659227,IS,,MARWILTrainer
73,102.70562783079954,36.21609709684357,0.35229719904697765,12.726873490668199,68.79886540076153,0.6598418738722892,IS,,MARWILTrainer
74,102.42243649064183,36.48350851717322,0.35402720937305093,13.43638639330345,69.53608591085143,0.6632398568395397,IS,,MARWILTrainer
75,101.92690468252388,36.57524868176599,0.3632673943515977,15.366373509845788,69.42230740498957,0.666456821530814,IS,,MARWILTrainer
76,102.88017176764032,36.61016254930197,0.3536364233888226,12.666134021646336,69.48499718405634,0.6626113795818044,IS,,MARWILTrainer
77,102.14998330979246,36.565498532305924,0.36375952945135864,14.952043979685364,69.26712541187793,0.6741676202216288,IS,,MARWILTrainer
78,102.67448856474853,36.44374892914779,0.35239670574361853,12.5747616675083,69.51419501735585,0.6627664360546585,IS,,MARWILTrainer
79,102.06456392502614,34.80605678808463,0.35130448001008585,14.765566689891754,64.38198484360579,0.650079682674473,IS,,MARWILTrainer
80,102.71045190618243,36.516036788791276,0.3543442220261571,13.483553315106107,69.16617819687345,0.6594983160216763,IS,,MARWILTrainer
81,102.29959828470862,35.66968700674348,0.34864159899391656,13.189913897304551,68.72764361391296,0.6592819081728802,IS,,MARWILTrainer
82,102.57094390993471,36.68899264727371,0.35544698992131385,12.607239610100338,69.53990712202047,0.6636379059795297,IS,,MARWILTrainer
83,102.21175888463448,37.03354039687328,0.36008491386003827,14.037266807918288,69.47068334895815,0.662959752667273,IS,,MARWILTrainer
84,102.92819850654446,36.49753185115664,0.35253114949318853,12.486544768991793,69.37066915378973,0.6615592289267784,IS,,MARWILTrainer
85,102.16172694109659,36.31428696417291,0.3538337261238229,14.334466320891238,69.28224867178879,0.6606222035747763,IS,,MARWILTrainer
86,102.35653260306317,35.68015374585808,0.3508194317304597,12.994021558383519,64.78807787624052,0.6287516034359503,IS,,MARWILTrainer
87,102.38177308561305,39.878844583583344,0.4137170510531253,13.888755318691338,105.34474705260288,1.3890822215020917,IS,,MARWILTrainer
88,102.74828403673342,36.001779654781586,0.3504011484260174,12.692476631983245,68.77278473696542,0.6593204013980706,IS,,MARWILTrainer
89,102.53284690472132,36.72978339816649,0.35611073009370503,12.71686342957715,69.54774664670357,0.663687176423802,IS,,MARWILTrainer
90,102.25840002660951,36.783201064694694,0.36370334544975913,14.057006507558704,69.50657948637247,0.6720540716846769,IS,,MARWILTrainer
91,102.23528260030173,36.46069011097909,0.35596827646657947,14.471597249630179,69.22957257118487,0.6603970505179159,IS,,MARWILTrainer
92,102.7778063010682,36.829383101741875,0.3571966008189117,12.639387034107525,69.4882720696821,0.6645287343881942,IS,,MARWILTrainer
93,102.3070070013469,36.274530820488074,0.35098917405817764,13.303598978245152,69.42093914714079,0.6619138846021878,IS,,MARWILTrainer
94,102.49893062436387,34.44370924416906,0.33308870193242607,13.353548764630645,64.13567319458787,0.6102841806512879,IS,,MARWILTrainer
95,102.71485378325389,36.23536781595234,0.35273195272586716,12.848477212959938,68.79046718643062,0.6596708598373536,IS,,MARWILTrainer
96,102.0237971252366,36.348642128867034,0.3549753226432561,14.835605211919338,69.42486198687186,0.6619819790946047,IS,,MARWILTrainer
97,102.39029655014193,36.78848200763717,0.3583246313520168,13.508499664197842,69.50647778600806,0.663696264213949,IS,,MARWILTrainer
98,102.45822865527508,36.47361136548374,0.36157226670233006,14.151353647985651,69.3743794543055,0.6736184195960899,IS,,MARWILTrainer
99,102.55535781929258,36.67560574752197,0.36055541717066103,13.525671699854376,69.2307980650483,0.6675819340915613,IS,,MARWILTrainer
0,102.74147614166039,87.61147980846116,0.8483355018538705,12.59197336128982,188.83289103016918,1.7675706556861626,WIS,,MARWILTrainer
1,102.05520254822338,94.77658354264511,0.9177798547605035,14.364121592959494,223.4170553295944,2.0930825070140404,WIS,,MARWILTrainer
2,102.73682376433572,97.46513292847216,0.9367587210076727,12.692780019965738,229.27260959529866,2.151478931906186,WIS,,MARWILTrainer
3,102.33843338131484,96.96122295379743,0.9334922176058439,14.21041077047999,230.21907527291063,2.160156175677968,WIS,,MARWILTrainer
4,102.43312026962589,97.67322134208112,0.9512027481995828,13.647651312546444,231.36097134525548,2.1810144904855586,WIS,,MARWILTrainer
5,102.54673114006083,97.81559033248615,0.9403800071778696,12.656080893491927,233.0280869137351,2.188300574107856,WIS,,MARWILTrainer
6,102.43937832640128,90.25102585982454,0.8666970963291514,13.968174733672294,215.44134517330804,2.011561113948969,WIS,,MARWILTrainer
7,102.25269137768603,95.16680049523154,0.9252088981877173,14.498966053046985,229.23909901051505,2.1664397063088185,WIS,,MARWILTrainer
8,102.45491068775415,96.2673133411947,0.9249315708560293,13.184535557408191,232.930186523314,2.1858736308794895,WIS,,MARWILTrainer
9,102.3383017289212,98.25232477691343,0.9457271320524446,13.475497117477964,233.6616676848054,2.1948443972170355,WIS,,MARWILTrainer
10,102.61935580124174,97.50918328464441,0.9365212832537282,13.247511272075135,233.8085857644278,2.195944683731023,WIS,,MARWILTrainer
11,102.52201846689138,97.90792120914897,0.940846266990774,13.16375148936953,233.57222706278947,2.1943309798994832,WIS,,MARWILTrainer
12,102.44381969085222,98.06190374643042,0.9452921567857837,12.887894888606994,234.09633328389887,2.199287841161907,WIS,,MARWILTrainer
